652,313,"","1zniznG0-2 kv pr",101
653,314,"","1zniznG2-4 kv",101
654,315,"","1zniznG3-5 kv",101
655,316,"","1-1znizn2pls kv",101
656,317,"","1-1znizn2-3 kv",101
657,318,"","1-1zniznG24 kv",101
658,319,"","1-1zniznG35 kv",101
659,320,"","1-1zniznGG kv",101
660,322,"","D1Xznizn2pls kv",101
661,323,"","D1Xznizn3pls kv",101
662,324,"","D1Xznizn4pls kv",101
663,326,"","D1XzniznG0-2 kv pr",101
664,327,"","D1XzniznG0-3 kv",101
665,328,"","D1XzniznGG kv",101
666,335,"","X-1zniznG2pls kv",101
667,336,"","X-1zniznG3pls kv",101
668,337,"","X-1zniznG4pls kv",101
669,338,"","X-1zniznG02 kv",101
670,339,"","X-1zniznG23 kv po",101
671,340,"","X-1zniznG24 kv pr",101
672,341,"","X-1zniznG35 kv",101
673,342,"","X-1zniznGG kv",101
674,353,"","2-2znizn2pls kv",101
675,354,"","2-2znizn2-3 kv",101
676,355,"","2-2zniznG24 kv",101
677,356,"","2-2zniznG35 kv",101
678,357,"","2-2zniznGG kv po",101
679,359,"","DX2znizn2pls kv",101
680,360,"","DX2znizn3pls kv",101
681,361,"","DX2znizn4pls kv",101
682,363,"","DX2zniznG0-2 kv",101
683,364,"","DX2zniznG0-3 kv",101
684,365,"","DX2zniznGG kv po",101
687,372,"","X-2zniznG2pls kv",101
688,373,"","X-2zniznG3pls kv",101
689,374,"","X-2zniznG4pls kv",101
690,375,"","X-2zniznG02 kv",101
691,376,"","X-2zniznG23 kv",101
692,377,"","X-2zniznG24 kv",101
693,378,"","X-2zniznG35 kv",101
694,379,"","X-2zniznGG kv",101
695,387,"","GHD1pls kv",101
696,388,"","GHD2pls kv",101
697,389,"","GHD0 kv pr",101
698,390,"","GHD01 kv",101
699,392,"","GHD12 kv",101
700,393,"","GHD3pls kv po",101
701,394,"","GAD1pls kv",101
702,395,"","GAD2pls kv",101
703,396,"","GAD0 kv pr",101
